_id,at,data_clean,label
663862c5dd520c9ba22effc3,2021-01-17T07:09:34.000Z,ajaib akun rdn sekali tingi up boro tingi up lihat rdn keteranganya htp coba maksud coba,
663862c5dd520c9ba22effc4,2019-12-17T07:20:44.000Z,sistem beli rumit tranfer bca mengunakan flip transaksi hilang kirim flip hubung salah adminya suruh email suportajaib nasib uang kirim,
663862c5dd520c9ba22effc5,2022-09-11T11:10:55.000Z,kecewa rugi nasabah jam trading akses beli harga murah ambil profit harga keburu turun kompensasi apa bertangung trade history hilang filter gembel ribet lihat transaksi kalah broker berpengalanan mundur atur tingal tingal kapok,negatif
663862c5dd520c9ba22effc6,2021-11-19T14:30:03.000Z,lambat proses jual saham withdraw recomend investasi coba jual withdraw jam masuk contoh platform belah gotrade sistem bagus jual saham sebentar menit wd jam sistem ajaib minat lambat proses gulung tikar aplikasi,negatif
663862c5dd520c9ba22effc7,2022-02-08T12:22:20.000Z,aplikasi bagus gagal masuk pasworde email kadang susah masuk pengin jual tutup akun,negatif
663862c5dd520c9ba22effc8,2022-09-15T17:25:41.000Z,recomend pindah dana ipot aplikasi saran teman mudah order beli cepetorder sel bid sesuai pasar transaction matched jam sentuh nilai bid order eksekusi bagong histori gtu complain kata mesin jawab aijawabanya formalhati mengunakan aplikasi,
663862c5dd520c9ba22effc9,2020-12-21T11:59:06.000Z,biaya broker murah msh lengkap fiturnya seringkali pusat lot loading saham cocok trading loading portofolio lot maf recomended buka rdn ajaib waras aplikasi jam bursa,positif
663862c5dd520c9ba22effca,2021-06-10T02:24:38.000Z,kecewa verifikasi smpk selesai pdhl tulis durasi kerja cs solusi jln suruh nungu pasti,negatif
663862c5dd520c9ba22effcb,2021-02-17T14:33:05.000Z,nanyak buka aplikasi tulis conection jaring tergangu padhal jaring bagus mohon jasa masuk ganti,positif
663862c5dd520c9ba22effcc,2021-12-16T07:59:15.000Z,uang tahan alas tari lewat jam proses besok coba subuh tari masuk atm prioritas kemarin proses proses lewat jam cair uang saldo landing rubah bintang,
663862c5dd520c9ba22effcd,2020-09-01T22:19:13.000Z,fitur live trade bulan syarat tambah fitur live trade biaya murah live trade susah mula biaya mahal sekuritas live trade,negatif
663862c5dd520c9ba22effce,2022-09-13T12:28:04.000Z,aplikasi buruk tari dana rdn pending contoh tarik selisih dana transaksi kamis senin mingu tarik alas pending ulur selasa selasa tarik alas pending nungu selisih transaksi jumat nasabah rugi sistem dana selisih tarik pending pending,negatif
663862c5dd520c9ba22effcf,2021-06-22T09:20:25.000Z,kasih bintang bulan data verifikasi data lengkap nungu verifikasi ditindaklanjuti tim konfirmasi mohon erti ditindaklanjuti,
663862c5dd520c9ba22effd0,2022-09-29T10:08:21.000Z,sat tari saldo saldo rdn keteranganya pending ulang sperti konfirmasi parah kurang trust penguna,negatif
663862c5dd520c9ba22effd1,2021-06-14T00:56:50.000Z,terveryfikasiaplikasi pemberitahuan ulang posting data pending bulan situ bulan nungu bos,
663862c5dd520c9ba22effd2,2021-11-03T18:42:38.000Z,aplikasi payah referal centang biru referalnya coinpun kontak cs jawabanya robot edit bintang ajaib amanah,
663862c5dd520c9ba22effd3,2022-08-28T00:28:37.000Z,pilih csnya buruk cht teman ngutang ngak tangepin ngak nyambung nanyain saham transaksi jangal order boknya transaksi eh broker amat transaksi tangal beda tval tlotnya aneh beli,negatif
663862c5dd520c9ba22effd4,2022-12-22T11:06:27.000Z,pemrosesan habis jual saham user nyaman uang langsung cair nungu kerja pemprosesan tambah rekonended,
663862c5dd520c9ba22effd5,2021-08-18T20:18:40.000Z,kecewasetiap buka bursapk eror sebab kadang cl emiten arb harapanya kasih bintang,negatif
663862c5dd520c9ba22effd6,2021-01-22T05:01:10.000Z,sunguh ajaib jam buka bursa eror ngak order beli lewat golden malem subuh lihat saldo rdn susah tolong servernya tingkat penguna ngak kecewa pilih lapak belah,negatif
663862c5dd520c9ba22effd7,2022-10-01T13:29:41.000Z,habis baru masuk login emailpasword salah direset paswordpun minta angka huruf besar ganti sesuai permintan,
663862c5dd520c9ba22effd8,2021-01-13T20:22:00.000Z,trading view susah tersa desain penguna mobile aplikasi kadang sendat sat pasar sibuk kurang nyaman trader developer buka mengunakan modal baik sempurna aplikasi sewa orang korea menyakinkan bimbing investasi developer serius aplikasi fundamental intuk aplikasi investasi,negatif
663862c5dd520c9ba22effd9,2021-01-13T10:40:39.000Z,lot muncul gambar orang korea lot lihat foto mending mengunakan gambar bermanfat males buka ajaib,
663862c5dd520c9ba22effda,2022-10-18T09:33:57.000Z,cocok acara registrasi mengunakan ref orang orang daftar salah terima jaring coba hapus akun tolong ajaib hapus akun maret daftar pakai oktober cacat aplikasi mending,
663862c5dd520c9ba22effdb,2022-04-13T13:57:22.000Z,parah aplikasi sumpah tangal maret tangal april gx daftar tulis koneksi tergangu sinyal bagus cocok daftar tulis nik daftar diac ambil data bangke hapus data,negatif
663862c5dd520c9ba22effdc,2023-05-15T16:18:41.000Z,diupdate lambat kinerjaperforma aplikasi fitur tampil pakai user ramah cepat versi,negatif
663862c5dd520c9ba22effdd,2021-05-05T16:16:14.000Z,aplikasi ok csnya cepat tangap remind prosedur belit ambar usah teknologi rubah typo nama video isi form linknya kosong rubah rekening ribet tektokan email puluh print ulang kali,negatif
663862c5dd520c9ba22effde,2020-12-22T10:53:44.000Z,masukin dana beli saham masuk aplikasi ajaib lgdengan muncul tulis salahsilahkan coba coba kali masuk,
663862c5dd520c9ba22effdf,2021-09-20T14:45:00.000Z,kecewa aplikasi udah ekspektasi tingi semingu jelas konfirmasi data invest coba hubung instagram ajaib direspon itu nyapanya cocok kasih gubris,negatif
663862c5dd520c9ba22effe0,2021-07-30T15:13:57.000Z,alami sulit sat mengunakan aplikasi coba coba akun sosmed jawabanya muas juli,
663862c5dd520c9ba22effe1,2021-12-01T21:05:57.000Z,suka ajaib ilkan rekomendasi youtuber trader daftar akun gagal alas jaring tergangu anti jaring wifi pindah jaring tergangu daftar kesanya buruk gimna,negatif
663862c5dd520c9ba22effe2,2021-06-03T16:20:55.000Z,download aplikasi eror pusat ihsg jual untung eh gagal pusat email balesan ajaib tolong perhati nyaman penguna,negatif
663862c5dd520c9ba22effe3,2021-11-23T01:17:44.000Z,ajaib payah ribet paham withdraw norek sesuai ktp daftar deposit aplikasi belah seribet lupa deposit akun bank transaksi tolak saldo kirim,negatif
663862c5dd520c9ba22effe4,2022-04-14T11:23:50.000Z,ajaib masuk proses berteletelegak belah cepat ribet data pribadi kali buruk nyaman alias user ramah,negatif
663862c5dd520c9ba22effe5,2020-12-22T11:07:30.000Z,eror sehinga lambat sat beli sel aplikasi website browser adu tindak tangap rekomendasi tindak baik,negatif
663862c5dd520c9ba22effe6,2022-11-25T10:12:12.000Z,mengunakan aplikasi ajaib mending berfikir sesal aplikasi mingu eror aplikasi saran main saham mending langsung skritas bank aman jamin,
663862c5dd520c9ba22effe7,2021-11-02T18:56:39.000Z,aju ganti rekening detik layan costumer kontak suport nominal transaksi keluh abai nonaktivkan akun ajaib udah leleah aju kasih bintang pesan kirim moga abai pelang ajaib,
663862c5dd520c9ba22effe8,2021-06-18T19:01:07.000Z,verifikasi kerja mingu verifikasi hubung dm instagram kasih solusi hubung cs aplikasi kasih solusi mohon tingkat pelayananya,
663862c5dd520c9ba22effe9,2020-12-21T20:51:38.000Z,tolong ajaib kerja lambat keterlambatanya proses verifikasi semingu nungu hasil mua baik kualitas salah ratingku salah kualitas terima kasih,negatif
663862c5dd520c9ba22effea,2021-05-30T14:56:07.000Z,registrasi susah data register buk rdn susah tanda tangan pencet halaman buk rdn coba ulang,negatif
663862c5dd520c9ba22effeb,2022-08-19T11:19:11.000Z,semingu runing trade lot jalan aplikasi pagi cs ajaib baik rugi main pakai aplikasi kapok,
663862c5dd520c9ba22effec,2021-03-09T10:26:03.000Z,susah harga tampil aplikasi kliatan ubah asli turun jual realtime sangkut tolong baik,negatif
663862c5dd520c9ba22effed,2021-12-14T16:36:43.000Z,main aplikasi sat kendala susah pengaduanya dibales tindak lanjut bulan tindak solusi percaya main,negatif
663862c5dd520c9ba22effee,2022-03-14T20:38:00.000Z,plus ap simplegak ribet lengkapminus kyc apgk mengunakan website hpjika investasi ajaib minimal laptopc kyc ribetrus minimal karyawan perusahanini alam pribadi kyc ajaib ribet ampunudah lelah ngetik ambil fotorekam videoeh awalsy coba kycsemuanya gagalsial layan live chatsaya harap ajaib rakyat lagitetima kasih,negatif
663862c5dd520c9ba22effef,2021-03-06T10:32:34.000Z,coba registrasi hasil diangap rek bca nama beda coba website ktp diupload penuh aplikasi kecewa,negatif
663862c5dd520c9ba22efff0,2021-01-17T12:11:58.000Z,mohon kembang ajaib tingkat performance ap lambat sat jam buk bursa pending saldo rdn buying kuat sinkron hilang dana rp komplain cs antri banyak cs customer live terima kasih,negatif
663862c5dd520c9ba22efff1,2021-07-05T18:52:25.000Z,verifikasi mingu kabar apa gmana info dichat kasi info lengkapnpwp lengkapgak paham sistem aplikasi,
663862c5dd520c9ba22efff2,2022-08-10T10:19:39.000Z,gagal transaksi jam kerja tulis gagal transaksi jam kerja sunguh kecewa saham eipo catat jatah ngelag aplikasi baik,negatif
663862c5dd520c9ba22efff3,2021-01-15T11:36:15.000Z,mohon maf kpd ap ajaib bingung aplikasi lot tari investasi impi tarik withdraw aplikasi handphone muncul mohon bantuanya,
663862c5dd520c9ba22efff4,2020-12-16T00:18:36.000Z,paham ajaib transaksi alur saldo rdn kuat buying pending ubah ganti nominal cenderung kurang mengunakan transaksi saham buysel cal center komplain by email lambat,negatif
663862c5dd520c9ba22efff5,2020-07-29T13:56:17.000Z,aplikasi recomendasi youtuber saham testimoni bagus kecewa instal buka akun udah hri akun saham aktif status proses coba hubung pusat bantu akun proses proses buat makan gtu beda securitas proses jam udah aktif kecewa,negatif
663862c5dd520c9ba22efff6,2021-01-25T15:22:33.000Z,ajaib parah transaksi apa total investasi parah buying kuat kurang aplikasi ter parah aduh tolong baik hujat,negatif
663862c5dd520c9ba22efff7,2021-01-17T19:11:20.000Z,sedih mingu nunguin suruh email email guna fitur chatnya unistal hati yng donlod baca ulsanya,
663862c5dd520c9ba22efff8,2022-02-11T07:47:57.000Z,sistem maintenance saham porto muncul set otomatis sel sistem otomatis beli sel manual hit eksekusi langsung hilang besok manual beli mana hilang barang manual otomatis sel langsung set target sel awal program otomatis beli,
663862c5dd520c9ba22efff9,2022-06-02T15:48:18.000Z,tarik saldo pagi status aplikasi done skarang masuk rekening sumpah aplikasi wort mengunakan bagus bibit sesal transaksi,positif
663862c5dd520c9ba22efffa,2021-03-01T11:36:42.000Z,kecewa aplikasi sekuritas kasih data realtime data realtime transaksi jt parah bagus,negatif
663862c5dd520c9ba22efffb,2021-07-28T10:21:41.000Z,jual saham open nga langsung matched pagi eror aplikasi saldo portofolio kurang nga saldo rdn berkurangiya walapun nga hilang kecewa dana masuk tolong tingkat aplikasi penguna nyaman senang pakai aplikasi,negatif
663862c5dd520c9ba22efffc,2021-10-20T18:41:43.000Z,mengecewakanmelakukan tari jumat masukterus cocok senin nyoba narik dg nominal hr masuksangat kecewa proses penarikanyakarna lamapdhl tingi up menit langsung masukapok mengunakan aplikasi ajaib,negatif
663862c5dd520c9ba22efffd,2022-09-01T17:04:59.000Z,tolong layan baik turut aplikasi rekomendasi tari narik nungu cocok jam kerja saing aset kripto,
663862c5dd520c9ba22efffe,2021-01-13T14:17:07.000Z,bagus perang bandar aplikasi eror sat sel tulisanya coba hantam bandar tangal jam ganti hape baik rekomendasi tingal,positif
663862c5dd520c9ba22effff,2021-01-15T10:44:47.000Z,aplikasi lot loading susah login mengunakan wifi data lot aplikasi lot loading selesai jualbeli susah lewat momentum jualbeli,negatif
663862c5dd520c9ba22f0000,2021-10-21T15:13:02.000Z,kakak tolong bantuanya alami kendala sat tari saldo rdn tulis pesan eror invalid akun tari laku jam kerja bursa data rekening ktp coba email live muas legalitas aplikasi kecewa juta saldo nyakut rdn ajaib,negatif
663862c5dd520c9ba22f0001,2021-06-08T05:27:59.000Z,verifikasi maf udah mingu selesai bantu udah kejelasantiap customer service vita levi bantu terima udah kasih harap palsu niat investasi ajaib bagus expetasi mohon maf kasih bintang,positif
663862c5dd520c9ba22f0002,2019-08-31T21:03:02.000Z,cepat koneksi sedih buku youtube pakai dial up aplikasi lai lancar streaming gaming lot loading ajaib pusat berharihari impresi buruk,negatif
663862c5dd520c9ba22f0003,2020-12-18T15:37:53.000Z,order buku bid suka lambat nyata mending target price langsung otomatis order ngebid lambat cuan,negatif
663862c5dd520c9ba22f0004,2021-06-02T10:15:31.000Z,lapor tangal juni teman aplikasi buka browser alasanya ganguan koneksi koneksi aman sejahtera,
663862c5dd520c9ba22f0005,2021-09-23T14:36:21.000Z,servernya lambat daftar mentok masuk nama bank masuk pakai aplikasi cepat daftar ribet harap gabung aplikasi super lot download pikir pikir download cari aplikasi investasi tokocripto servernya,negatif
663862c5dd520c9ba22f0006,2022-01-23T16:32:43.000Z,buat akun selesai selesai bulan identitas sesuai bank ktp buka akun mengunakan nik tutup akun ribet solusi akun,negatif
663862c5dd520c9ba22f0007,2021-05-19T21:18:26.000Z,sesi daftar foto tanda tangan aplikasi foto simpan menu foto daftar selesai ambil foto td,
663862c5dd520c9ba22f0008,2021-09-10T04:25:50.000Z,beli investasi transaksi gagal riwayat transaksi hilang otomatis dana hilang cs dichat kirim email nama tipu,negatif
663862c5dd520c9ba22f0009,2021-09-24T18:03:29.000Z,sumpah kecewa mengunakan ajaib cs lambat email dibales pusat bantu bales tingi up jt masuk tolong bantu uang modal,negatif
663862c5dd520c9ba22f000a,2021-09-05T19:21:20.000Z,aplikasi jelek proses verifikasi data tingkat aman eror aplikasi hack mending beli emas simpen,negatif
663862c5dd520c9ba22f000b,2022-04-11T10:10:28.000Z,aplikasi bagus loading berjamjam jarang lihat jaring buka youtube lancar buka ajaib loading ros,positif
663862c5dd520c9ba22f000c,2021-01-28T20:59:04.000Z,registrasi tangal desember nungu bulan masuk pemberitahuan tangal januari registrasi akun gagal jarak nungu gagal pemberitahuan verifikasi butuh max kerja nungu hasil gagal registrasi udah rencana beli salah saham provitnya tingi eh beli moga layan ajaib,negatif
663862c5dd520c9ba22f000d,2022-07-20T22:27:39.000Z,kecewa ajaib beda sekuritas lai milik fitur lengkap saran mudah penguna akses akun contoh fitur rubah nomor handphone email kait akun moga ajaib tangap,negatif
663862c5dd520c9ba22f000e,2021-06-05T21:05:55.000Z,verifikasi akun jelas sehinga saham udah bulan bolak email proses,
663862c5dd520c9ba22f000f,2021-01-28T00:57:38.000Z,aplikasi udah tulis daftar hasil tulis salah coba sat udah direfresh login catat instal ulang hubung pusat informasi,
663862c5dd520c9ba22f0010,2020-10-24T09:42:31.000Z,kali daftar nik temu isi manual eror sekali tingal masukin foto udah foto eror siklus,
663862c5dd520c9ba22f0011,2021-11-17T21:25:11.000Z,akun ajaib rekening pakai rekening suami cocok tarik masuk masuk udah semingu saldo rdn hilang lihat riwayat done nyata masuk rekening aplikasi ajaib rugi,
663862c5dd520c9ba22f0012,2021-06-25T17:49:50.000Z,sesuai kenyat verifikasi akun tera kerja nyata akun genap kerja verifikasi alas antri buat rdn masuk akal buat rdn kerja antri ramai sat aju pertanyan kait verifikasi akun alasanya pesan otomatis balas customer service,
663862c5dd520c9ba22f0013,2021-02-25T18:08:49.000Z,ngalamin lambat ajaib portofolio ubah sperti susah ketingalan kamarin kendala lambat ajaib kendala dlm tari dana dana tarik gagal maf,negatif
663862c5dd520c9ba22f0014,2020-11-25T10:25:33.000Z,saran pd teman pakai aplikasi eror cuan bangkrut trading aplikasi fungsi jam hadeuh baik sistem muncul publik eror sebentar dikmalumi kerja coba brpa rugi trd invs,
663862c5dd520c9ba22f0015,2021-11-22T13:05:28.000Z,tari reksa dana masuk rekening nungu situ tulis max kerja masuk masuk narik narik nungu kirim,
663862c5dd520c9ba22f0016,2022-08-10T11:57:27.000Z,agustus aplikasi ajaib eror jam bursa aplikasi pulih eror nasib floating los cl terima kasih,
663862c5dd520c9ba22f0017,2021-09-19T04:57:35.000Z,aplikasi donlot mending pikir tf beli investasi pikir ajar eh beli gagal uang pikir biar tingi up eh habis tingi up tulisanya habis login masuk akun kimak tingi up login uang masuk akun buka donlot pikir kelen fiks bulsyit,negatif
663862c5dd520c9ba22f0018,2022-03-25T10:35:06.000Z,parah ajaib aplikasi eror cocok pasar buka selesai ig tutup komentar dana jaga aplikasi banyak iklan cocok pasar buka eror pindah aplikasi,negatif
663862c5dd520c9ba22f0019,2021-11-19T13:50:22.000Z,eror sel cocok harga bagus rugi pakai pc ngelag menit pin kacau hilang momen suka cepat trade recomended,positif
663862c5dd520c9ba22f001a,2021-07-07T12:14:12.000Z,dar ganti rekening ribet maf sumpah sesal investasi ajaib uang tarik lebih angka rekening ganti rekening sulit ajar aplikasi investasi mudah sederhana ganti rekening edit apa sumpah sesal,negatif
663862c5dd520c9ba22f001b,2021-10-19T21:50:31.000Z,sat narik salah rekpas ganti suruh pencet jalur cocok pencet suruh kirim poto buku tabung apkneo da buku tabunganya mudah sulit saldo ribu tani orang kurng lumyan bngt sulit mohon bantuanya mudah anti rek maju jaya dignti tampa kirim poto buku tabung kasih bintang,
663862c5dd520c9ba22f001c,2019-07-01T11:59:39.000Z,informasi notif eror baca orang awam verifikasi data selesai senin daftar jumat sat buka ap data login simpan rentan jk teman pnjm handphone verifikasi topup aplikasi pasar tolong lihat kualitas sayang apnya crew milik ped mbak phd ap kelas anak ap payah kait dngan uang umat,
663862c5dd520c9ba22f001d,2021-01-11T14:09:57.000Z,cs low nomor telp lambat mengunakan november pakai lancar narik alas buk akun alami lambat,negatif
663862c5dd520c9ba22f001e,2021-05-17T15:42:09.000Z,tolong baik aplikasi koq proses tarik investasi bget saldo buying kuat lma bnget msuk rdn peroses serba lambat adan darurat uang nungu hari aplikasi super lambat tim kerja,negatif
663862c5dd520c9ba22f001f,2022-11-05T13:37:40.000Z,maf nilai turun ipo saldo eror alokasi saldo sisa ntah tulis saldo minus akibat gagal pesan kecewa rugi salah sistem tolong salah sistem baik saldo rdn porto sesuai asli tolong profesional,negatif
663862c5dd520c9ba22f0020,2021-07-25T16:13:01.000Z,kecewa layan aplikasi ajaib bulan daftar suruh nungu alas antri verifikasi akun nungu akun gagal verifikasi data verifikasi ofline ajaib daftar sekuritas ajaib gagal yahpadahal pakai data sayang pelayananya,negatif
663862c5dd520c9ba22f0021,2021-03-09T10:35:21.000Z,bugnya order buku beli harga watu jual order buku bit order buku sel percaya coba rugi pakai aplikasi ajaib aplikasi ajaib sengaja tipu pengunanya mending pakai aplikasi stokbit akurat order boknya cepat,
663862c5dd520c9ba22f0022,2022-01-18T08:51:45.000Z,dear aplikasi ajaib invest kemuadian coba tarik dana rek daftar pemberitahuan kotak masuk bauwa kirim rek daftar uang masuk sat cs ajaib tangap alamat mail mrk mohon jasa,
663862c5dd520c9ba22f0023,2021-11-30T01:49:48.000Z,baru kecewa aplikasi lambat lambat belijual karena loading lambat buka fitur,negatif
663862c5dd520c9ba22f0024,2021-01-02T11:23:27.000Z,layan tingkat menu online balas sampek jam keteranganya sambung mohin nungu lapor dana mingu cair platform belah cair invest investasi ajaib recomended,positif
663862c5dd520c9ba22f0025,2021-09-24T13:53:09.000Z,ganti nomor rekening aplikasi serba ribet aplikasi investasi ribet kelola usaha bagus astaga pusing aplikasi tolong email balas uang mandek situ,negatif
663862c5dd520c9ba22f0026,2021-06-10T11:33:03.000Z,kecewa layan ajaib coba tarik investasi masuk rekening aplikasi tera hasil alas salah nama bank aju ubah nama bank konfirmasi hasil nama aplikasi ikut prosedur kembali dana isi formulir pernyatan tuntut ajaib,negatif
663862c5dd520c9ba22f0027,2021-09-11T20:09:12.000Z,terima kasih ajaib aplikasi kembang fitur tebus right isue bagus fitur warant sat kasih bintang,positif
663862c5dd520c9ba22f0028,2021-04-01T09:09:55.000Z,niat invest sulit daftar gagal lengkap data isi gagal daftar ofice zip code is valid kemarin gtu gag ubah nyerah males invest mending aplikasi download regist sesal ribet,negatif
663862c5dd520c9ba22f0029,2021-12-23T12:08:30.000Z,aplikasi ajaib nilai beda main game onlinetidak nyata saham coba nilai pilih beli salah saham ajaib langsung turun harga alias rugi pantau gera buku saham beli langsung turun,
663862c5dd520c9ba22f002a,2023-02-16T12:08:53.000Z,deposit cepat menit saldo masuk widrawltarik uang mingu tabrak wekend proses jual saham proses pencairanya kerja tabrak wekend gila total nyairin uang kena biaya suck ap ap indonesia lambat kerja dunia nyata ktp an,negatif
663862c5dd520c9ba22f002b,2021-01-08T16:11:41.000Z,daftar nik digunakanterdaftar komplain aplikasi respond email balas bot solusi,
663862c5dd520c9ba22f002c,2022-11-28T11:44:48.000Z,maf eror website ap masukin sidik jari bufer tolong baik rugi review rubah baik,
663862c5dd520c9ba22f002d,2022-05-15T17:18:32.000Z,daftar susah download ulang aplikasi daftar posting foto data kirim ulang niat aplikasi,negatif
663862c5dd520c9ba22f002e,2023-03-24T18:47:51.000Z,dana tari opsi bank pasu rekening bank dukung tari mending pilih bank opsi mengunakan aplikasi kendala bank ajaib terima kasih,
663862c5dd520c9ba22f002f,2020-11-17T02:43:44.000Z,maf lihat komen banyak masalah topup rdn tari topup eror htp takut topup takut uang masuk rdn saldo kurang males urus bank sibuk,
663862c5dd520c9ba22f0030,2022-09-15T10:29:57.000Z,aplikasi eror info cari vendor laingimana rekomendasi orang aplikasi eror,
663862c5dd520c9ba22f0031,2020-12-15T17:58:27.000Z,daftar ngk udah isi data fto ktp nomer rkening td tulisanya zip ngk tolong bantu data pribadi udah masuk ngk regis,
663862c5dd520c9ba22f0032,2021-07-26T09:23:02.000Z,aplikasi trading coba ajaib juara ribet withdraw dana edit dana masul rekening tuju withdraw nama rekening nama rdn cs investor mula sekuritas ajaib,negatif
663862c5dd520c9ba22f0033,2021-12-23T15:03:49.000Z,kecewa sistem sistem order beli pending rugi dana pending sat beli saham cancel order tulis cancel order hasil lihat saham kebel order tercancel,negatif
663862c5dd520c9ba22f0034,2021-09-09T23:52:32.000Z,rekening bangun rumah ribet wifi cepat mengunakan data tahap proses koneksi tragangu nda buka rekening ajaib alasanya koneksi,negatif
663862c5dd520c9ba22f0035,2021-10-23T21:03:11.000Z,tolong ajaib ganti akun bank salah mudah kecewa nanam saham investv cocok tari akun bank daftar mengunakan ewaletkode bank kecewa bisatidak boleh pakai ewaletkodebank terima kecewa inti akun rb an ganti rekening bank ribet sulit ituaja keluh bintang,negatif
663862c5dd520c9ba22f0036,2022-01-10T12:01:41.000Z,transaksi beli jual nungu bos tolong cepat transaksi open melulu macth harga saham dingin tari dana diporeh masuk rdnku bos tolong baik kendala kendala bos make aplikasi tambah,
663862c5dd520c9ba22f0037,2021-02-25T18:50:30.000Z,uninstal aplikasi ajaib dana rdn cair rekening mending ganti pk aplikasi pasar uang tarik rdn rekening susah coba uang rdn tari gagal saldo rdn kurang rb rb ajaib salah saldo kurang hati trik ajaib dana cocok tingi up gampang cocok narik susah maf jujur,negatif
663862c5dd520c9ba22f0038,2021-11-15T09:18:17.000Z,persentasi saham harga ubah kemarin trading email cs dibales normal,
663862c5dd520c9ba22f0039,2021-06-11T15:24:35.000Z,parah ajaib zonk buka rekening dukung muas selesai normatif sesal mengunakan tolong benah,negatif
663862c5dd520c9ba22f003a,2021-07-06T17:41:04.000Z,tingi up rdn suruh nungu jam masuk menu aplikasi komplit tambah fitur live cal center komunikasi lai member aplikasi keluh tangan cepat payah,
663862c5dd520c9ba22f003b,2022-12-21T11:26:08.000Z,kecewa uang tari saldo ribet males kapok infestasi percaya indodax jam langsung masuk kecewa pokok umur hidup donload aplikasi,negatif
663862c5dd520c9ba22f003c,2022-06-28T15:25:14.000Z,fitur otomatis order beli kesimpen udah set ubah limit order otomatis order jual,
663862c5dd520c9ba22f003d,2021-09-22T07:25:15.000Z,payah csnya lambat kes mengulangulang pernyatan jelas mingu hasil pnjualan saham masuk telpon cs angkat ig lambat responya kecewa,negatif
663862c5dd520c9ba22f003e,2021-10-30T06:19:00.000Z,kecewa aplikasi ajaib masak tari saldo rdn masuk hilang mana kerja kerja masuk,negatif
663862c5dd520c9ba22f003f,2022-11-28T12:44:01.000Z,catat pakai pin pakai biometrik portofolio hilang scam tarik insvetasi sel portofolio untung rugi serah tolong admin bantu login sidik jari ubah aneh,negatif
663862c5dd520c9ba22f0040,2022-03-30T00:37:43.000Z,chart nyaman pakai handphone coba baik chartnya tiru chart indodax enak pakai handphone,
663862c5dd520c9ba22f0041,2022-01-25T14:20:41.000Z,aplikasi investasi busuk mengunakan registrasi gagal suruh hubung cs fitur cs aplikasi pakai telfon cs angkat aplikasi,negatif
663862c5dd520c9ba22f0042,2020-06-18T13:53:13.000Z,aplikasi niat jelek penah adasaya depositsetelah depositsmua aplikasi buka sekalimalah salah jaring sayasudah jaring disalahkansalahkan handphone sayasmua kambing hitamhati pakai aplikasi harap ambil turun terima kasih,negatif
663862c5dd520c9ba22f0043,2020-02-06T02:07:10.000Z,pakai ubah signivikanreturn turun banyaksetiap tari kasih return perak perak seharitapi stay tari nambahin invest stak anjlokaplikasi transparasimemang sederhana mudah lihat return baris angkayg turun cocok,
663862c5dd520c9ba22f0044,2021-11-06T07:40:26.000Z,wd lancar wd mingu masuk masuk untung ngeluarin modal aplikasi jebak tingi up lancar wd masuk masukhatihati investasi sinipikir mending mengunakan modal nyata,
663862c5dd520c9ba22f0045,2022-08-10T12:05:40.000Z,ajak teman orang download daftar sekuritas sulit kyc teman acak terima sekuritas recomended eror tari saldo rdn pilih meningalkan sekuritas alih ipot,positif
663862c5dd520c9ba22f0046,2021-08-04T20:33:10.000Z,aneh coba tabung investasi kirim norek masuk tingal eh kirim tingal ilang email beda norek kirim beda investasi uang ngecek mutasi rekening aplikasi ilang transaksi hadeh,
663862c5dd520c9ba22f0047,2021-06-03T14:05:29.000Z,verifikasi nungu pasti email proses selesai selesai gagal informasi saya informasi sekalisangat buruk sayasaya kecewa ajaib,negatif
663862c5dd520c9ba22f0048,2020-07-05T11:26:26.000Z,aplikasi anjing daftar susah maf lelah lelah isi data ofice data valit mending bibit indopremier daftar gampang baik bodo orang mengunakan aplikasi loe daftar lamar kerja mengunakan tolak data isi lengkap,negatif
663862c5dd520c9ba22f0049,2021-08-25T20:41:33.000Z,mengunakan aplikasi ajaib kecewa informasi keluar pasu uang erti hilang uang rb hasil bertrading mohon baik sistem,negatif
663862c5dd520c9ba22f004a,2020-12-02T10:32:02.000Z,sulit registrasinyanik sesuaipadahal puluh ngulangintetap isi manual reng zip code is valid lihat foto ktp nik input sesuai gambar cs,
663862c5dd520c9ba22f004b,2020-01-20T01:16:27.000Z,memeberikan pesan terang deposit terang nungu hilang uang tambah kasih terang masuk waiting unit,
663862c5dd520c9ba22f004c,2021-03-20T13:57:04.000Z,aplikasi daftar sesuai berkas pribadi ulang regristrasi bilang slah verifikasi email bermanfat terima kasih,
663862c5dd520c9ba22f004d,2022-12-15T15:05:07.000Z,kalender akun bersetatus verifikasi data hubung suport ajaib kendala verifikasi daftar selamat coba hoki sekuritas,
663862c5dd520c9ba22f004e,2021-01-20T15:08:46.000Z,pusat benerin cuy sinyal bagus beli lihat porto refresh refresh ayok betul kecewa aplikasi bagus betul,negatif
663862c5dd520c9ba22f004f,2021-06-21T17:09:26.000Z,verifikasi adu cs alasanya belit aju hapus akun ribet hati hati download rekomendasi,negatif
663862c5dd520c9ba22f0050,2020-12-22T10:55:11.000Z,tiada hr eror tradingjgn download lahbukan untung rugimau jual harga tingi eh apknya erorterlalu amatir terjun bidang inikalo sembarang keluarin apkprogramernya gantikalo ngak lihat jera pakai ajaib,
